source_id,ocel timestamp,ocel activity,weight_y,price_y,numbers,orders,customers,number
15200.0,2020-01-15 09:36:17,pick item,0.483,1099.0,,['991257'],,['Mahnaz Qafari']
15201.0,2020-01-15 09:48:19,item out of stock,0.88,89.99,,['991388'],,['Tobias Brockhoff']
15202.0,2020-01-15 09:52:38,item out of stock,0.98,129.99,,['991368'],,['Anahita Farhang Ghahfarokhi']
15203.0,2020-01-15 10:00:26,pick item,0.483,1099.0,,['991387'],,['Tobias Brockhoff']
15204.0,2020-01-15 10:13:10,item out of stock,0.166,799.0,,['991395'],,['Luis Santos']
15205.0,2020-01-15 10:18:37,pick item,0.483,1099.0,,['991395'],,['Luis Santos']
15206.0,2020-01-15 10:24:39,pick item,0.28,89.99,,['991394'],,['Anahita Farhang Ghahfarokhi']
15207.0,2020-01-15 10:29:20,pick item,0.495,129.0,,['991336'],,['Wil van der Aalst']
15208.0,2020-01-15 10:41:00,pick item,0.28,449.0,,['991393'],,['Anahita Farhang Ghahfarokhi']
15209.0,2020-01-15 10:41:00,create package,2.6180000000000003,3838.98,['660893'],"['991358', '991348']",,['Mohammadreza Fani Sani']
15210.0,2020-01-15 10:46:16,place order,4.652,2131.96,,['991396'],,['Christine Dobbert']
15211.0,2020-01-15 10:52:18,pick item,1.37,2500.0,,['991372'],,['Mahsa Bafrani']
15212.0,2020-01-15 10:54:09,confirm order,5.816,7196.98,,['991393'],,['Anahita Farhang Ghahfarokhi']
15213.0,2020-01-15 10:56:28,pick item,0.28,449.0,,['991381'],,['Luis Santos']
15214.0,2020-01-15 11:01:13,pick item,0.38,29.99,,['991388'],,['Tobias Brockhoff']
15215.0,2020-01-15 11:06:18,pick item,0.98,129.99,,['991393'],,['Anahita Farhang Ghahfarokhi']
15216.0,2020-01-15 11:06:18,create package,3.808,4507.96,['660894'],"['991331', '991356', '991372', '991347', '991222']",,['Mahsa Bafrani']
15217.0,2020-01-15 11:09:25,pick item,1.28,149.99,,['991388'],,['Tobias Brockhoff']
15218.0,2020-01-15 11:17:03,pay order,0.6709999999999999,2253.0,,['991344'],,['Junxiong Gao']
15219.0,2020-01-15 11:22:13,pick item,0.98,129.99,,['991384'],,['Junxiong Gao']
15220.0,2020-01-15 11:27:03,pick item,0.21,529.0,,['991393'],,['Anahita Farhang Ghahfarokhi']
15221.0,2020-01-15 11:31:30,send package,2.692,988.96,['660890'],"['991310', '991370']",,['Christina Rensinghof']
15222.0,2020-01-15 11:33:13,pick item,0.2,39.99,,['991353'],,['Mahnaz Qafari']
15223.0,2020-01-15 11:38:29,pick item,0.21,529.0,,['991394'],,['Anahita Farhang Ghahfarokhi']
15224.0,2020-01-15 11:45:13,pay order,2.204,1976.99,,['991381'],,['Luis Santos']
15225.0,2020-01-15 11:48:14,pick item,0.78,99.99,,['991333'],,['Lisa Mannel']
15226.0,2020-01-15 11:50:49,pick item,0.38,29.99,,['991262'],,['Junxiong Gao']
15227.0,2020-01-15 11:50:49,create package,1.366,2416.99,['660895'],"['991353', '991357', '991257', '991311']",,['Mahnaz Qafari']
15228.0,2020-01-15 11:54:49,pick item,0.28,89.99,,['991368'],,['Anahita Farhang Ghahfarokhi']
15229.0,2020-01-15 11:57:19,confirm order,4.652,2131.96,,['991396'],,['Christine Dobbert']
15230.0,2020-01-15 12:00:05,confirm order,3.54,454.97,,['991392'],,['Mohammadreza Fani Sani']
15231.0,2020-01-15 12:02:40,pick item,0.483,1099.0,,['991371'],,['Gyunam Park']
15232.0,2020-01-15 12:06:54,pick item,0.188,1149.0,,['991342'],,['Tobias Brockhoff']
15233.0,2020-01-15 12:09:18,item out of stock,0.88,89.99,,['991393'],,['Anahita Farhang Ghahfarokhi']
15234.0,2020-01-15 12:14:48,reorder item,1.25,2200.0,,['991380'],,['Wil van der Aalst']
15235.0,2020-01-15 12:22:00,pay order,2.5,730.98,,['991310'],,['Christina Rensinghof']
15236.0,2020-01-15 12:23:35,pick item,0.28,89.99,,['991361'],,['Majid Rafiei']
15237.0,2020-01-15 12:23:35,create package,0.828,1664.99,['660896'],"['991330', '991138', '991350']",,['Christine Dobbert']
15238.0,2020-01-15 12:28:55,item out of stock,0.483,1099.0,,['991391'],,['Wil van der Aalst']
15239.0,2020-01-15 12:40:39,send package,2.6180000000000003,3838.98,['660893'],"['991358', '991348']",,['Mohammadreza Fani Sani']
15240.0,2020-01-15 12:52:08,confirm order,1.422,1382.97,,['991394'],,['Anahita Farhang Ghahfarokhi']
15241.0,2020-01-15 12:52:19,place order,2.522,3333.99,,['991397'],,['Tobias Brockhoff']
15242.0,2020-01-15 12:55:31,pick item,1.28,149.99,,['991392'],,['Mohammadreza Fani Sani']
15243.0,2020-01-15 12:58:28,send package,1.25,2200.0,['660892'],['991354'],,['Claudia Graf']
15244.0,2020-01-15 13:02:55,package delivered,2.861,1633.98,['660878'],"['991353', '991257', '991349']",,['Mahnaz Qafari']
15245.0,2020-01-15 13:05:11,pay order,1.432,923.98,,['991390'],,['Lisa Mannel']
15246.0,2020-01-15 13:16:33,confirm order,4.769,2801.97,,['991395'],,['Luis Santos']
15247.0,2020-01-15 13:17:04,pick item,1.48,199.99,,['991376'],,['Tobias Brockhoff']
15248.0,2020-01-15 13:25:22,reorder item,0.88,89.99,,['991393'],,['Anahita Farhang Ghahfarokhi']
15249.0,2020-01-15 13:28:00,reorder item,0.483,495.0,,['991368'],,['Anahita Farhang Ghahfarokhi']
15250.0,2020-01-15 13:45:04,send package,13.473,11380.89,['660891'],"['991378', '991362', '991363', '991373', '991380', '991336']",,['Wil van der Aalst']
15251.0,2020-01-15 13:45:32,pick item,0.78,99.99,,['991391'],,['Wil van der Aalst']
15252.0,2020-01-15 13:45:32,create package,6.649,6732.96,['660897'],"['991387', '991342', '991388', '991376']",,['Tobias Brockhoff']
15253.0,2020-01-15 13:53:58,pay order,3.54,454.97,,['991392'],,['Mohammadreza Fani Sani']
15254.0,2020-01-15 13:56:19,confirm order,3.944,4106.98,,['991391'],,['Wil van der Aalst']
15255.0,2020-01-15 13:58:39,pick item,0.88,89.99,,['991378'],,['Wil van der Aalst']
15256.0,2020-01-15 13:58:55,reorder item,0.98,129.99,,['991368'],,['Anahita Farhang Ghahfarokhi']
15257.0,2020-01-15 14:19:35,pick item,0.483,79.99,,['991351'],,['Junxiong Gao']
15258.0,2020-01-15 14:30:59,pick item,0.44,476.0,,['991362'],,['Wil van der Aalst']
15259.0,2020-01-15 14:37:12,reorder item,0.483,1099.0,,['991391'],,['Wil van der Aalst']
15260.0,2020-01-15 14:52:54,reorder item,0.495,129.0,,['991381'],,['Luis Santos']
15261.0,2020-01-15 14:54:14,item out of stock,1.28,149.99,,['991372'],,['Mahsa Bafrani']
15262.0,2020-01-15 14:55:11,pay order,6.231,8008.98,,['991380'],,['Wil van der Aalst']
15263.0,2020-01-15 14:57:29,pick item,0.78,99.99,,['991307'],,['Anahita Farhang Ghahfarokhi']
15264.0,2020-01-15 15:04:26,place order,0.44,481.0,,['991398'],,['Lisa Mannel']
15265.0,2020-01-15 15:07:38,send package,6.649,6732.96,['660897'],"['991387', '991342', '991388', '991376']",,['Tobias Brockhoff']
15266.0,2020-01-15 15:13:35,pick item,1.37,2500.0,,['991380'],,['Wil van der Aalst']
15267.0,2020-01-15 15:14:31,send package,3.808,4507.96,['660894'],"['991331', '991356', '991372', '991347', '991222']",,['Mahsa Bafrani']
15268.0,2020-01-15 15:17:12,pick item,0.88,89.99,,['991359'],,['Marco Pegoraro']
15269.0,2020-01-15 15:26:00,package delivered,1.25,2200.0,['660892'],['991354'],,['Claudia Graf']
15270.0,2020-01-15 15:30:55,reorder item,0.44,476.0,,['991371'],,['Gyunam Park']
15271.0,2020-01-15 15:35:51,send package,3.24,409.97,['660889'],"['991339', '991355', '991137']",,['Majid Rafiei']
15272.0,2020-01-15 15:38:51,pay order,4.971,7601.97,,['991342'],,['Tobias Brockhoff']
15273.0,2020-01-15 15:40:30,send package,0.828,1664.99,['660896'],"['991330', '991138', '991350']",,['Christine Dobbert']
15274.0,2020-01-15 16:03:34,pick item,0.495,129.0,,['991331'],,['Mahsa Bafrani']
15275.0,2020-01-15 16:07:19,pick item,0.98,129.99,,['991368'],,['Anahita Farhang Ghahfarokhi']
15276.0,2020-01-15 16:07:35,reorder item,0.28,89.99,,['991377'],,['Seran Uysal']
15277.0,2020-01-15 16:12:23,reorder item,1.28,149.99,,['991366'],,['Gyunam Park']
15278.0,2020-01-15 16:13:00,pick item,0.483,495.0,,['991393'],,['Anahita Farhang Ghahfarokhi']
15279.0,2020-01-15 16:16:31,pick item,0.28,449.0,,['991396'],,['Christine Dobbert']
15280.0,2020-01-15 16:18:23,pick item,0.78,99.99,,['991378'],,['Wil van der Aalst']
15281.0,2020-01-15 16:18:23,create package,3.352,1534.97,['660898'],"['991383', '991390', '991333']",,['Lisa Mannel']
15282.0,2020-01-15 16:21:12,send package,1.366,2416.99,['660895'],"['991353', '991357', '991257', '991311']",,['Mahnaz Qafari']
15283.0,2020-01-15 16:28:39,place order,6.537000000000001,3602.96,,['991399'],,['Mohammadreza Fani Sani']
15284.0,2020-01-15 16:28:43,reorder item,0.2,39.99,,['991363'],,['Wil van der Aalst']
15285.0,2020-01-15 16:32:46,pay order,5.816,7196.98,,['991393'],,['Anahita Farhang Ghahfarokhi']
15286.0,2020-01-15 16:33:25,pick item,0.44,476.0,,['991383'],,['Lisa Mannel']
15287.0,2020-01-15 16:45:12,reorder item,0.495,129.0,,['991382'],,['Marco Pegoraro']
15288.0,2020-01-15 16:55:25,pick item,0.483,1099.0,,['991391'],,['Wil van der Aalst']
15289.0,2020-01-15 17:04:03,pay order,4.31,5433.99,,['991354'],,['Claudia Graf']
15290.0,2020-01-15 17:08:16,pay order,1.86,234.98,,['991373'],,['Wil van der Aalst']
15291.0,2020-01-15 17:26:19,pay order,1.746,2302.99,,['991364'],,['Gyunam Park']
15292.0,2020-01-15 17:38:00,pick item,0.166,799.0,,['991346'],,['Lisa Mannel']
15293.0,2020-01-15 17:39:23,package delivered,13.473,11380.89,['660891'],"['991378', '991362', '991363', '991373', '991380', '991336']",,['Wil van der Aalst']
15294.0,2020-01-15 17:47:52,pay order,3.703,464.95,,['991259'],,['Claudia Graf']
15295.0,2020-01-15 17:49:11,pick item,0.28,449.0,,['991389'],,['Tobias Brockhoff']
15296.0,2020-01-15 17:54:08,item out of stock,1.28,149.99,,['991399'],,['Mohammadreza Fani Sani']
15297.0,2020-01-15 17:55:06,pick item,0.28,449.0,,['991395'],,['Luis Santos']
15298.0,2020-01-15 17:55:06,create package,1.48,189.98,['660899'],"['991369', '991377']",,['Seran Uysal']
15299.0,2020-01-15 18:17:06,place order,2.978,4350.99,,['991400'],,['Mahsa Bafrani']
15300.0,2020-01-15 18:20:13,reorder item,1.28,149.99,,['991372'],,['Mahsa Bafrani']
15301.0,2020-01-15 18:26:49,package delivered,3.24,409.97,['660889'],"['991339', '991355', '991137']",,['Majid Rafiei']
15302.0,2020-01-15 19:09:46,pick item,0.483,1099.0,,['991391'],,['Wil van der Aalst']
15303.0,2020-01-15 19:46:46,pick item,0.495,129.0,,['991391'],,['Wil van der Aalst']
15304.0,2020-01-15 19:46:46,create package,1.234,2037.99,['660900'],"['991379', '991359']",,['Marco Pegoraro']
15305.0,2020-01-15 20:30:52,place order,3.13,3153.99,,['991401'],,['Claudia Graf']
15306.0,2020-01-15 21:19:45,failed delivery,3.808,4507.96,['660894'],"['991331', '991356', '991372', '991347', '991222']",,['Mahsa Bafrani']
15307.0,2020-01-15 22:00:32,pick item,0.78,99.99,,['991391'],,['Wil van der Aalst']
15308.0,2020-01-15 22:18:25,send package,1.48,189.98,['660899'],"['991369', '991377']",,['Seran Uysal']
15309.0,2020-01-15 22:52:10,pick item,0.98,129.99,,['991397'],,['Tobias Brockhoff']
15310.0,2020-01-16 00:23:07,place order,4.046,3178.96,,['991402'],,['Lisa Mannel']
15311.0,2020-01-16 08:28:20,package delivered,1.48,189.98,['660899'],"['991369', '991377']",,['Seran Uysal']
15312.0,2020-01-16 08:56:04,pick item,1.25,2200.0,,['991402'],,['Lisa Mannel']
15313.0,2020-01-16 08:56:04,create package,4.235,4639.98,['660901'],"['991381', '991332', '991395']",,['Luis Santos']
15314.0,2020-01-16 08:56:14,item out of stock,0.38,29.99,,['991394'],,['Anahita Farhang Ghahfarokhi']
15315.0,2020-01-16 08:57:44,package delivered,2.692,988.96,['660890'],"['991310', '991370']",,['Christina Rensinghof']
15316.0,2020-01-16 09:08:34,pick item,0.166,799.0,,['991385'],,['Mahsa Bafrani']
15317.0,2020-01-16 09:23:14,reorder item,0.38,29.99,,['991379'],,['Marco Pegoraro']
15318.0,2020-01-16 09:27:13,place order,2.025,3699.0,,['991403'],,['Christine Dobbert']
15319.0,2020-01-16 09:28:12,pick item,0.98,129.99,,['991388'],,['Tobias Brockhoff']
15320.0,2020-01-16 09:37:47,pick item,0.166,799.0,,['991400'],,['Mahsa Bafrani']
15321.0,2020-01-16 09:56:57,package delivered,1.366,2416.99,['660895'],"['991353', '991357', '991257', '991311']",,['Mahnaz Qafari']
15322.0,2020-01-16 10:08:11,pick item,1.28,149.99,,['991396'],,['Christine Dobbert']
15323.0,2020-01-16 10:11:44,confirm order,3.13,3153.99,,['991401'],,['Claudia Graf']
15324.0,2020-01-16 10:14:35,confirm order,0.44,481.0,,['991398'],,['Lisa Mannel']
15325.0,2020-01-16 10:26:37,pick item,0.483,79.99,,['991402'],,['Lisa Mannel']
15326.0,2020-01-16 10:27:59,pay order,1.641,1072.98,,['991353'],,['Mahnaz Qafari']
15327.0,2020-01-16 10:31:07,pay order,1.826,993.98,,['991276'],,['Gyunam Park']
15328.0,2020-01-16 10:38:43,pick item,1.48,199.99,,['991373'],,['Wil van der Aalst']
15329.0,2020-01-16 10:45:49,pick item,0.78,99.99,,['991356'],,['Mahsa Bafrani']
15330.0,2020-01-16 10:47:50,pick item,0.28,89.99,,['991295'],,['Majid Rafiei']
15331.0,2020-01-16 10:47:50,create package,0.966,2198.0,['660902'],"['991371', '991366']",,['Gyunam Park']
15332.0,2020-01-16 10:56:57,pay order,1.28,154.99,,['991236'],,['Luis Santos']
15333.0,2020-01-16 11:02:54,pick item,1.28,149.99,,['991395'],,['Luis Santos']
15334.0,2020-01-16 11:03:43,pick item,1.48,199.99,,['991392'],,['Mohammadreza Fani Sani']
15335.0,2020-01-16 11:03:43,create package,0.483,495.0,['660903'],['991340'],,['Kefang Ding']
15336.0,2020-01-16 11:07:39,pick item,0.98,129.99,,['991390'],,['Lisa Mannel']
15337.0,2020-01-16 11:07:39,create package,2.4130000000000003,3778.98,['660904'],"['991361', '991295']",,['Majid Rafiei']
15338.0,2020-01-16 11:14:13,place order,4.646,7664.97,,['991404'],,['Anahita Farhang Ghahfarokhi']
15339.0,2020-01-16 11:19:38,pick item,0.98,129.99,,['991382'],,['Marco Pegoraro']
15340.0,2020-01-16 11:21:33,pick item,0.495,129.0,,['991370'],,['Christina Rensinghof']
15341.0,2020-01-16 11:33:16,pick item,1.48,199.99,,['991401'],,['Claudia Graf']
15342.0,2020-01-16 11:50:30,pay order,0.44,481.0,,['991398'],,['Lisa Mannel']
15343.0,2020-01-16 11:53:55,confirm order,2.522,3333.99,,['991397'],,['Tobias Brockhoff']
15344.0,2020-01-16 12:00:17,send package,4.235,4639.98,['660901'],"['991381', '991332', '991395']",,['Luis Santos']
15345.0,2020-01-16 12:08:06,confirm order,2.025,3699.0,,['991403'],,['Christine Dobbert']
15346.0,2020-01-16 12:25:39,reorder item,0.88,89.99,,['991388'],,['Tobias Brockhoff']
15347.0,2020-01-16 12:39:11,confirm order,6.537000000000001,3602.96,,['991399'],,['Mohammadreza Fani Sani']
15348.0,2020-01-16 12:40:23,send package,0.483,495.0,['660903'],['991340'],,['Kefang Ding']
15349.0,2020-01-16 12:46:06,package delivered,4.235,4639.98,['660901'],"['991381', '991332', '991395']",,['Luis Santos']
15350.0,2020-01-16 12:48:13,place order,2.65,2654.99,,['991405'],,['Christine Dobbert']
15351.0,2020-01-16 12:53:05,pick item,0.28,449.0,,['991350'],,['Christine Dobbert']
15352.0,2020-01-16 12:53:05,create package,6.587999999999999,6579.94,['660905'],"['991393', '991307', '991368', '991394', '991374']",,['Anahita Farhang Ghahfarokhi']
15353.0,2020-01-16 12:55:12,package delivered,0.828,1664.99,['660896'],"['991330', '991138', '991350']",,['Christine Dobbert']
15354.0,2020-01-16 12:55:46,package delivered,2.6180000000000003,3838.98,['660893'],"['991358', '991348']",,['Mohammadreza Fani Sani']
15355.0,2020-01-16 13:02:12,send package,1.234,2037.99,['660900'],"['991379', '991359']",,['Marco Pegoraro']
15356.0,2020-01-16 13:04:38,pay order,3.62,1316.97,,['991383'],,['Lisa Mannel']
15357.0,2020-01-16 13:08:38,pay order,0.618,1952.0,,['991318'],,['Lisa Mannel']
15358.0,2020-01-16 13:10:06,pick item,0.188,1149.0,,['991387'],,['Tobias Brockhoff']
15359.0,2020-01-16 13:31:34,send package,0.966,2198.0,['660902'],"['991371', '991366']",,['Gyunam Park']
15360.0,2020-01-16 13:42:17,pick item,1.48,199.99,,['991399'],,['Mohammadreza Fani Sani']
15361.0,2020-01-16 13:49:13,pick item,0.78,99.99,,['991343'],,['Wil van der Aalst']
15362.0,2020-01-16 13:49:53,failed delivery,6.649,6732.96,['660897'],"['991387', '991342', '991388', '991376']",,['Tobias Brockhoff']
15363.0,2020-01-16 14:10:28,send package,2.4130000000000003,3778.98,['660904'],"['991361', '991295']",,['Majid Rafiei']
15364.0,2020-01-16 14:29:35,send package,6.587999999999999,6579.94,['660905'],"['991393', '991307', '991368', '991394', '991374']",,['Anahita Farhang Ghahfarokhi']
15365.0,2020-01-16 14:33:33,pick item,0.78,99.99,,['991383'],,['Lisa Mannel']
15366.0,2020-01-16 14:49:22,failed delivery,0.966,2198.0,['660902'],"['991371', '991366']",,['Gyunam Park']
15367.0,2020-01-16 14:50:05,pick item,0.495,129.0,,['991294'],,['Christina Rensinghof']
15368.0,2020-01-16 14:56:14,place order,1.26,124.98,,['991406'],,['Gyunam Park']
15369.0,2020-01-16 14:56:18,package delivered,0.966,2198.0,['660902'],"['991371', '991366']",,['Gyunam Park']
15370.0,2020-01-16 15:17:06,failed delivery,3.808,4507.96,['660894'],"['991331', '991356', '991372', '991347', '991222']",,['Mahsa Bafrani']
15371.0,2020-01-16 15:17:18,confirm order,4.646,7664.97,,['991404'],,['Anahita Farhang Ghahfarokhi']
15372.0,2020-01-16 15:20:31,pay order,2.555,383.98,,['991335'],,['Luis Santos']
15373.0,2020-01-16 15:37:24,package delivered,1.234,2037.99,['660900'],"['991379', '991359']",,['Marco Pegoraro']
15374.0,2020-01-16 15:48:58,pick item,0.495,129.0,,['991402'],,['Lisa Mannel']
15375.0,2020-01-16 15:50:05,pick item,0.88,89.99,,['991396'],,['Christine Dobbert']
15376.0,2020-01-16 15:51:22,payment reminder,3.17,933.98,,['991287'],,['Lisa Mannel']
15377.0,2020-01-16 15:53:12,pick item,0.188,1149.0,,['991309'],,['Lisa Mannel']
15378.0,2020-01-16 15:56:04,item out of stock,0.166,799.0,,['991404'],,['Anahita Farhang Ghahfarokhi']
15379.0,2020-01-16 15:59:09,pick item,0.28,449.0,,['991396'],,['Christine Dobbert']
15380.0,2020-01-16 16:02:48,pick item,1.25,2200.0,,['991399'],,['Mohammadreza Fani Sani']
15381.0,2020-01-16 16:08:35,pick item,0.98,129.99,,['991404'],,['Anahita Farhang Ghahfarokhi']
15382.0,2020-01-16 16:14:59,pick item,0.44,476.0,,['991371'],,['Gyunam Park']
15383.0,2020-01-16 16:21:25,pay order,1.76,653.99,,['991389'],,['Tobias Brockhoff']
15384.0,2020-01-16 16:32:00,pick item,0.483,1099.0,,['991391'],,['Wil van der Aalst']
15385.0,2020-01-16 16:32:00,create package,10.652,7776.93,['660906'],"['991378', '991362', '991373', '991391', '991380', '991343', '991336']",,['Wil van der Aalst']
15386.0,2020-01-16 16:41:07,pick item,0.495,129.0,,['991400'],,['Mahsa Bafrani']
15387.0,2020-01-16 16:42:20,package delivered,6.649,6732.96,['660897'],"['991387', '991342', '991388', '991376']",,['Tobias Brockhoff']
15388.0,2020-01-16 16:43:15,reorder item,0.483,1099.0,,['991341'],,['Tobias Brockhoff']
15389.0,2020-01-16 16:46:02,pick item,1.37,2500.0,,['991403'],,['Christine Dobbert']
15390.0,2020-01-16 16:46:36,pick item,0.172,699.0,,['991399'],,['Mohammadreza Fani Sani']
15391.0,2020-01-16 16:49:48,pick item,0.44,476.0,,['991398'],,['Lisa Mannel']
15392.0,2020-01-16 16:53:57,payment reminder,0.36,1853.0,,['991290'],,['Kefang Ding']
15393.0,2020-01-16 16:54:06,pick item,0.44,476.0,,['991386'],,['Wil van der Aalst']
15394.0,2020-01-16 16:56:04,failed delivery,6.587999999999999,6579.94,['660905'],"['991393', '991307', '991368', '991394', '991374']",,['Anahita Farhang Ghahfarokhi']
15395.0,2020-01-16 17:08:15,pick item,0.483,79.99,,['991359'],,['Marco Pegoraro']
15396.0,2020-01-16 17:12:15,place order,4.056,3383.97,,['991407'],,['Junxiong Gao']
15397.0,2020-01-16 17:15:22,send package,3.352,1534.97,['660898'],"['991383', '991390', '991333']",,['Lisa Mannel']
15398.0,2020-01-16 17:34:05,package delivered,0.483,495.0,['660903'],['991340'],,['Kefang Ding']
15399.0,2020-01-16 17:35:38,pick item,0.166,799.0,,['991368'],,['Anahita Farhang Ghahfarokhi']
15400.0,2020-01-16 17:36:23,pick item,0.88,89.99,,['991406'],,['Gyunam Park']
15401.0,2020-01-16 17:53:42,confirm order,4.056,3383.97,,['991407'],,['Junxiong Gao']
15402.0,2020-01-16 17:54:00,pick item,1.48,199.99,,['991331'],,['Mahsa Bafrani']
15403.0,2020-01-16 17:54:49,pay order,4.652,2131.96,,['991396'],,['Christine Dobbert']
15404.0,2020-01-16 17:57:41,pick item,0.495,129.0,,['991399'],,['Mohammadreza Fani Sani']
15405.0,2020-01-16 17:59:02,reorder item,0.38,29.99,,['991394'],,['Anahita Farhang Ghahfarokhi']
15406.0,2020-01-16 18:29:43,pick item,0.172,699.0,,['991400'],,['Mahsa Bafrani']
15407.0,2020-01-16 18:34:03,pick item,1.48,199.99,,['991407'],,['Junxiong Gao']
15408.0,2020-01-16 18:44:18,place order,2.026,779.95,,['991408'],,['Seran Uysal']
15409.0,2020-01-16 18:55:06,pay order,0.36,1853.0,,['991290'],,['Kefang Ding']
15410.0,2020-01-16 19:33:28,pick item,0.483,79.99,,['991349'],,['Mahnaz Qafari']
15411.0,2020-01-16 19:50:14,pick item,0.483,495.0,,['991408'],,['Seran Uysal']
15412.0,2020-01-16 20:06:28,package delivered,2.4130000000000003,3778.98,['660904'],"['991361', '991295']",,['Majid Rafiei']
15413.0,2020-01-16 20:20:38,pick item,0.28,89.99,,['991390'],,['Lisa Mannel']
15414.0,2020-01-16 20:20:38,create package,4.973,3388.96,['660907'],"['991384', '991407', '991351', '991262']",,['Junxiong Gao']
15415.0,2020-01-16 20:50:32,item out of stock,0.38,29.99,,['991408'],,['Seran Uysal']
15416.0,2020-01-16 20:56:08,pay order,3.015,2092.98,,['991269'],,['Majid Rafiei']
15417.0,2020-01-16 21:44:31,pick item,0.483,495.0,,['991376'],,['Tobias Brockhoff']
15418.0,2020-01-16 21:52:28,place order,1.648,1413.97,,['991409'],,['Seran Uysal']
15419.0,2020-01-16 22:13:02,send package,10.652,7776.93,['660906'],"['991378', '991362', '991373', '991391', '991380', '991343', '991336']",,['Wil van der Aalst']
15420.0,2020-01-17 07:32:42,place order,3.994,4269.98,,['991410'],,['Mahsa Bafrani']
15421.0,2020-01-17 08:28:04,pick item,0.44,476.0,,['991402'],,['Lisa Mannel']
15422.0,2020-01-17 09:01:00,pick item,0.172,699.0,,['991290'],,['Kefang Ding']
15423.0,2020-01-17 09:19:35,pick item,0.166,799.0,,['991407'],,['Junxiong Gao']
15424.0,2020-01-17 09:23:32,pick item,0.483,1099.0,,['991404'],,['Anahita Farhang Ghahfarokhi']
15425.0,2020-01-17 09:33:32,pick item,0.172,699.0,,['991403'],,['Christine Dobbert']
15426.0,2020-01-17 09:33:32,create package,6.157,3577.97,['660908'],"['991392', '991399']",,['Mohammadreza Fani Sani']
15427.0,2020-01-17 09:49:28,package delivered,10.652,7776.93,['660906'],"['991378', '991362', '991373', '991391', '991380', '991343', '991336']",,['Wil van der Aalst']
15428.0,2020-01-17 09:52:36,pick item,0.188,1149.0,,['991290'],,['Kefang Ding']
15429.0,2020-01-17 10:00:02,item out of stock,0.188,1149.0,,['991404'],,['Anahita Farhang Ghahfarokhi']
15430.0,2020-01-17 10:05:41,pick item,0.88,89.99,,['991317'],,['Tobias Brockhoff']
15431.0,2020-01-17 10:19:10,reorder item,0.78,99.99,,['991392'],,['Mohammadreza Fani Sani']
15432.0,2020-01-17 10:19:46,place order,3.695,1598.96,,['991411'],,['Kefang Ding']
15433.0,2020-01-17 10:30:43,reorder item,1.28,149.99,,['991399'],,['Mohammadreza Fani Sani']
15434.0,2020-01-17 10:43:52,reorder item,0.483,1099.0,,['991382'],,['Marco Pegoraro']
15435.0,2020-01-17 10:45:29,confirm order,1.648,1413.97,,['991409'],,['Seran Uysal']
15436.0,2020-01-17 10:51:50,pick item,1.28,149.99,,['991405'],,['Christine Dobbert']
15437.0,2020-01-17 10:58:49,pick item,0.172,699.0,,['991397'],,['Tobias Brockhoff']
15438.0,2020-01-17 11:12:18,item out of stock,0.483,495.0,,['991404'],,['Anahita Farhang Ghahfarokhi']
15439.0,2020-01-17 11:25:32,confirm order,2.978,4350.99,,['991400'],,['Mahsa Bafrani']
15440.0,2020-01-17 11:26:45,pick item,0.2,39.99,,['991404'],,['Anahita Farhang Ghahfarokhi']
15441.0,2020-01-17 11:32:12,pick item,0.2,39.99,,['991408'],,['Seran Uysal']
15442.0,2020-01-17 11:32:12,create package,3.754,2854.98,['660909'],"['991356', '991400', '991385', '991331']",,['Mahsa Bafrani']
15443.0,2020-01-17 11:38:40,pick item,0.172,699.0,,['991371'],,['Gyunam Park']
15444.0,2020-01-17 11:47:37,pick item,0.172,699.0,,['991371'],,['Gyunam Park']
15445.0,2020-01-17 11:52:55,pick item,0.483,1099.0,,['991247'],,['Christine Dobbert']
15446.0,2020-01-17 11:59:20,place order,2.04,743.98,,['991412'],,['Marco Pegoraro']
15447.0,2020-01-17 12:03:34,pay order,0.98,134.99,,['991375'],,['Anahita Farhang Ghahfarokhi']
15448.0,2020-01-17 12:07:52,item out of stock,0.88,89.99,,['991410'],,['Mahsa Bafrani']
15449.0,2020-01-17 12:21:57,pick item,1.25,2200.0,,['991393'],,['Anahita Farhang Ghahfarokhi']
15450.0,2020-01-17 13:04:36,pick item,0.495,129.0,,['991402'],,['Lisa Mannel']
15451.0,2020-01-17 13:41:44,item out of stock,0.28,89.99,,['991408'],,['Seran Uysal']
15452.0,2020-01-17 13:43:30,pick item,0.495,129.0,,['991410'],,['Mahsa Bafrani']
15453.0,2020-01-17 14:08:03,pick item,0.21,529.0,,['991378'],,['Wil van der Aalst']
15454.0,2020-01-17 14:08:03,create package,6.305,6034.97,['660910'],"['991403', '991247', '991396', '991405', '991350']",,['Christine Dobbert']
15455.0,2020-01-17 14:18:27,place order,2.212,1382.98,,['991413'],,['Christine Dobbert']
15456.0,2020-01-17 14:19:46,send package,3.754,2854.98,['660909'],"['991356', '991400', '991385', '991331']",,['Mahsa Bafrani']
15457.0,2020-01-17 14:22:42,item out of stock,0.483,79.99,,['991402'],,['Lisa Mannel']
15458.0,2020-01-17 14:26:26,pick item,1.25,2200.0,,['991380'],,['Wil van der Aalst']
